POSTAL_CODE,PROVINCE_ENGLISH,PROVINCE_THAI,DISTRICT_ENGLISH,DISTRICT_THAI,SUB_DISTRICT_ENGLISH,SUB_DISTRICT_THAI,LATITUDE,LONGITUDE
70170,Ratchaburi,ราชบุรี,Wat Phleng,วัดเพลง,Wat Phleng,วัดเพลง,13.449,99.872
70180,Ratchaburi,ราชบุรี,Ban Kha,บ้านคา,Ban Kha,บ้านคา,13.418,99.386
70180,Ratchaburi,ราชบุรี,Ban Kha,บ้านคา,Ban Bueng,บ้านบึง,13.283,99.444
70180,Ratchaburi,ราชบุรี,Ban Kha,บ้านคา,Nong Phan Chan,หนองพันจันทร์,13.448,99.462
71000,Kanchanaburi,กาญจนบุรี,Mueang Kanchanaburi,เมืองกาญจนบุรี,Ban Nuea,บ้านเหนือ,,
71000,Kanchanaburi,กาญจนบุรี,Mueang Kanchanaburi,เมืองกาญจนบุรี,Ban Tai,บ้านใต้,,
71000,Kanchanaburi,กาญจนบุรี,Mueang Kanchanaburi,เมืองกาญจนบุรี,Pak Phraek,ปากแพรก,14.039,99.551
71000,Kanchanaburi,กาญจนบุรี,Mueang Kanchanaburi,เมืองกาญจนบุรี,Tha Makham,ท่ามะขาม,14.035,99.503
71000,Kanchanaburi,กาญจนบุรี,Mueang Kanchanaburi,เมืองกาญจนบุรี,Kaeng Sian,แก่งเสี้ยน,14.103,99.501
71190,Kanchanaburi,กาญจนบุรี,Mueang Kanchanaburi,เมืองกาญจนบุรี,Nong Bua,หนองบัว,14.05,99.417
71190,Kanchanaburi,กาญจนบุรี,Mueang Kanchanaburi,เมืองกาญจนบุรี,Lat Ya,ลาดหญ้า,14.138,99.419
71190,Kanchanaburi,กาญจนบุรี,Mueang Kanchanaburi,เมืองกาญจนบุรี,Wang Dong,วังด้ง,14.151,99.306
71190,Kanchanaburi,กาญจนบุรี,Mueang Kanchanaburi,เมืองกาญจนบุรี,Chong Sadao,ช่องสะเดา,14.228,99.187
71000,Kanchanaburi,กาญจนบุรี,Mueang Kanchanaburi,เมืองกาญจนบุรี,Nong Ya,หนองหญ้า,13.981,99.451
71000,Kanchanaburi,กาญจนบุรี,Mueang Kanchanaburi,เมืองกาญจนบุรี,Ko Samrong,เกาะสำโรง,13.951,99.52
71000,Kanchanaburi,กาญจนบุรี,Mueang Kanchanaburi,เมืองกาญจนบุรี,Ban Kao,บ้านเก่า,13.981,99.305
71000,Kanchanaburi,กาญจนบุรี,Mueang Kanchanaburi,เมืองกาญจนบุรี,Wang Yen,วังเย็น,13.954,99.4
71150,Kanchanaburi,กาญจนบุรี,Sai Yok,ไทรโยค,Lum Sum,ลุ่มสุ่ม,14.104,99.133
71150,Kanchanaburi,กาญจนบุรี,Sai Yok,ไทรโยค,Tha Sao,ท่าเสา,14.303,99.037
71150,Kanchanaburi,กาญจนบุรี,Sai Yok,ไทรโยค,Sing,สิงห์,14.035,99.287
71150,Kanchanaburi,กาญจนบุรี,Sai Yok,ไทรโยค,Sai Yok,ไทรโยค,14.421,98.741
71150,Kanchanaburi,กาญจนบุรี,Sai Yok,ไทรโยค,Wang Khrachae,วังกระแจะ,14.26,98.911
71150,Kanchanaburi,กาญจนบุรี,Sai Yok,ไทรโยค,Si Mongkhon,ศรีมงคล,13.992,99.139
71150,Kanchanaburi,กาญจนบุรี,Sai Yok,ไทรโยค,Bongti,บ้องตี้,14.134,98.916
71160,Kanchanaburi,กาญจนบุรี,Bo Phloi,บ่อพลอย,Bo Phloi,บ่อพลอย,14.305,99.466
71160,Kanchanaburi,กาญจนบุรี,Bo Phloi,บ่อพลอย,Nong Kum,หนองกุ่ม,14.205,99.462
71220,Kanchanaburi,กาญจนบุรี,Bo Phloi,บ่อพลอย,Nong Ri,หนองรี,14.54,99.356
71160,Kanchanaburi,กาญจนบุรี,Bo Phloi,บ่อพลอย,Lum Rang,หลุมรัง,14.485,99.481
71160,Kanchanaburi,กาญจนบุรี,Bo Phloi,บ่อพลอย,Chong Dan,ช่องด่าน,14.412,99.437
71220,Kanchanaburi,กาญจนบุรี,Bo Phloi,บ่อพลอย,Nong Krang,หนองกร่าง,,
71250,Kanchanaburi,กาญจนบุรี,Si Sawat,ศรีสวัสดิ์,Na Suan,นาสวน,14.895,99.029
71250,Kanchanaburi,กาญจนบุรี,Si Sawat,ศรีสวัสดิ์,Dan Mae Chalaep,ด่านแม่แฉลบ,14.691,98.98
71250,Kanchanaburi,กาญจนบุรี,Si Sawat,ศรีสวัสดิ์,Nong Pet,หนองเป็ด,14.464,99.232
71250,Kanchanaburi,กาญจนบุรี,Si Sawat,ศรีสวัสดิ์,Tha Kradan,ท่ากระดาน,14.366,99.174
71220,Kanchanaburi,กาญจนบุรี,Si Sawat,ศรีสวัสดิ์,Khao Chot,เขาโจด,14.885,99.183
71250,Kanchanaburi,กาญจนบุรี,Si Sawat,ศรีสวัสดิ์,Mae Krabung,แม่กระบุง,14.527,98.996
71120,Kanchanaburi,กาญจนบุรี,Tha Maka,ท่ามะกา,Phong Tuek,พงตึก,13.869,99.776
71120,Kanchanaburi,กาญจนบุรี,Tha Maka,ท่ามะกา,Yang Muang,ยางม่วง,13.921,99.834
71130,Kanchanaburi,กาญจนบุรี,Tha Maka,ท่ามะกา,Don Cha-em,ดอนชะเอม,13.971,99.807
71120,Kanchanaburi,กาญจนบุรี,Tha Maka,ท่ามะกา,Tha Mai,ท่าไม้,13.906,99.801
71130,Kanchanaburi,กาญจนบุรี,Tha Maka,ท่ามะกา,Takhram En,ตะคร้ำเอน,13.992,99.744
71120,Kanchanaburi,กาญจนบุรี,Tha Maka,ท่ามะกา,Tha Maka,ท่ามะกา,13.93,99.779
71130,Kanchanaburi,กาญจนบุรี,Tha Maka,ท่ามะกา,Tha Ruea,ท่าเรือ,13.954,99.752
71120,Kanchanaburi,กาญจนบุรี,Tha Maka,ท่ามะกา,Khok Tabong,โคกตะบอง,13.839,99.746
71120,Kanchanaburi,กาญจนบุรี,Tha Maka,ท่ามะกา,Don Khamin,ดอนขมิ้น,13.884,99.826
71130,Kanchanaburi,กาญจนบุรี,Tha Maka,ท่ามะกา,Ulok Si Muen,อุโลกสี่หมื่น,14.06,99.773
71120,Kanchanaburi,กาญจนบุรี,Tha Maka,ท่ามะกา,Khao Sam Sip Hap,เขาสามสิบหาบ,13.865,99.719
71130,Kanchanaburi,กาญจนบุรี,Tha Maka,ท่ามะกา,Phra Thaen,พระแท่น,14.018,99.792
71120,Kanchanaburi,กาญจนบุรี,Tha Maka,ท่ามะกา,Wai Niao,หวายเหนียว,13.902,99.759
71130,Kanchanaburi,กาญจนบุรี,Tha Maka,ท่ามะกา,Saen To,แสนตอ,13.922,99.732
70190,Kanchanaburi,กาญจนบุรี,Tha Maka,ท่ามะกา,Sanam Yae,สนามแย้,13.954,99.851
71120,Kanchanaburi,กาญจนบุรี,Tha Maka,ท่ามะกา,Tha Sao,ท่าเสา,13.843,99.805
71130,Kanchanaburi,กาญจนบุรี,Tha Maka,ท่ามะกา,Nong lan,หนองลาน,14.037,99.827
71110,Kanchanaburi,กาญจนบุรี,Tha Muang,ท่าม่วง,Tha Muang,ท่าม่วง,13.974,99.625
71110,Kanchanaburi,กาญจนบุรี,Tha Muang,ท่าม่วง,Wang Khanai,วังขนาย,13.96,99.663
71110,Kanchanaburi,กาญจนบุรี,Tha Muang,ท่าม่วง,Wang Sala,วังศาลา,13.971,99.697
71000,Kanchanaburi,กาญจนบุรี,Tha Muang,ท่าม่วง,Tha Lo,ท่าล้อ,13.987,99.589
71110,Kanchanaburi,กาญจนบุรี,Tha Muang,ท่าม่วง,Nong Khao,หนองขาว,14.055,99.613
71110,Kanchanaburi,กาญจนบุรี,Tha Muang,ท่าม่วง,Thung Thong,ทุ่งทอง,14.008,99.666
71110,Kanchanaburi,กาญจนบุรี,Tha Muang,ท่าม่วง,Khao Noi,เขาน้อย,13.919,99.588
71110,Kanchanaburi,กาญจนบุรี,Tha Muang,ท่าม่วง,Muang Chum,ม่วงชุม,13.937,99.617
71110,Kanchanaburi,กาญจนบุรี,Tha Muang,ท่าม่วง,Ban Mai,บ้านใหม่,13.868,99.604
71110,Kanchanaburi,กาญจนบุรี,Tha Muang,ท่าม่วง,Phang Tru,พังตรุ,13.863,99.645
71130,Kanchanaburi,กาญจนบุรี,Tha Muang,ท่าม่วง,Tha Takro,ท่าตะคร้อ,13.917,99.699
71110,Kanchanaburi,กาญจนบุรี,Tha Muang,ท่าม่วง,Rang Sali,รางสาลี่,13.866,99.543
71110,Kanchanaburi,กาญจนบุรี,Tha Muang,ท่าม่วง,Nong Tak Ya,หนองตากยา,13.795,99.546
71180,Kanchanaburi,กาญจนบุรี,Thong Pha Phum,ทองผาภูมิ,Tha Khanun,ท่าขนุน,14.762,98.641
71180,Kanchanaburi,กาญจนบุรี,Thong Pha Phum,ทองผาภูมิ,Pilok,ปิล๊อก,14.779,98.403
71180,Kanchanaburi,กาญจนบุรี,Thong Pha Phum,ทองผาภูมิ,Hin Dat,หินดาด,14.608,98.723
71180,Kanchanaburi,กาญจนบุรี,Thong Pha Phum,ทองผาภูมิ,Linthin,ลิ่นถิ่น,14.584,98.833
71180,Kanchanaburi,กาญจนบุรี,Thong Pha Phum,ทองผาภูมิ,Chalae,ชะแล,14.996,98.833
71180,Kanchanaburi,กาญจนบุรี,Thong Pha Phum,ทองผาภูมิ,Huai Khayeng,ห้วยเขย่ง,14.635,98.583
71180,Kanchanaburi,กาญจนบุรี,Thong Pha Phum,ทองผาภูมิ,Sahakon Nikhom,สหกรณ์นิคม,14.735,98.763
71240,Kanchanaburi,กาญจนบุรี,Sangkhla Buri,สังขละบุรี,Nong Lu,หนองลู,15.112,98.341
71240,Kanchanaburi,กาญจนบุรี,Sangkhla Buri,สังขละบุรี,Prang Phle,ปรังเผล,14.999,98.545
71240,Kanchanaburi,กาญจนบุรี,Sangkhla Buri,สังขละบุรี,Laiwo,ไล่โว่,15.345,98.664
71140,Kanchanaburi,กาญจนบุรี,Phanom Thuan,พนมทวน,Phanom Thuan,พนมทวน,14.129,99.705
71140,Kanchanaburi,กาญจนบุรี,Phanom Thuan,พนมทวน,Nong Rong,หนองโรง,14.162,99.622
71140,Kanchanaburi,กาญจนบุรี,Phanom Thuan,พนมทวน,Thung Samo,ทุ่งสมอ,14.076,99.667
71140,Kanchanaburi,กาญจนบุรี,Phanom Thuan,พนมทวน,Don Chedi,ดอนเจดีย์,14.036,99.674
71140,Kanchanaburi,กาญจนบุรี,Phanom Thuan,พนมทวน,Phang Tru,พังตรุ,14.134,99.746
71170,Kanchanaburi,กาญจนบุรี,Phanom Thuan,พนมทวน,Rang Wai,รางหวาย,14.232,99.767
71140,Kanchanaburi,กาญจนบุรี,Phanom Thuan,พนมทวน,Nong Sarai,หนองสาหร่าย,14.067,99.728
71140,Kanchanaburi,กาญจนบุรี,Phanom Thuan,พนมทวน,Don Ta Phet,ดอนตาเพชร,14.192,99.678
71210,Kanchanaburi,กาญจนบุรี,Lao Khwan,เลาขวัญ,Lao Khwan,เลาขวัญ,14.58,99.753
71210,Kanchanaburi,กาญจนบุรี,Lao Khwan,เลาขวัญ,Nong Sano,หนองโสน,14.648,99.758
71210,Kanchanaburi,กาญจนบุรี,Lao Khwan,เลาขวัญ,Nong Pradu,หนองประดู่,14.456,99.738
71210,Kanchanaburi,กาญจนบุรี,Lao Khwan,เลาขวัญ,Nong Pling,หนองปลิง,14.715,99.743
71210,Kanchanaburi,กาญจนบุรี,Lao Khwan,เลาขวัญ,Nong Nok Kaeo,หนองนกแก้ว,14.516,99.655
71210,Kanchanaburi,กาญจนบุรี,Lao Khwan,เลาขวัญ,Thung Krabam,ทุ่งกระบ่ำ,14.616,99.586
71210,Kanchanaburi,กาญจนบุรี,Lao Khwan,เลาขวัญ,Nong Fai,หนองฝ้าย,14.682,99.642
71260,Kanchanaburi,กาญจนบุรี,Dan Makham Tia,ด่านมะขามเตี้ย,Dan Makham Tia,ด่านมะขามเตี้ย,13.836,99.388
71260,Kanchanaburi,กาญจนบุรี,Dan Makham Tia,ด่านมะขามเตี้ย,Klon Do,กลอนโด,13.88,99.44
71260,Kanchanaburi,กาญจนบุรี,Dan Makham Tia,ด่านมะขามเตี้ย,Chorakhe Phueak,จรเข้เผือก,13.811,99.21
71260,Kanchanaburi,กาญจนบุรี,Dan Makham Tia,ด่านมะขามเตี้ย,Nong Phai,หนองไผ่,13.808,99.44
71220,Kanchanaburi,กาญจนบุรี,Nong Prue,หนองปรือ,Nong Prue,หนองปรือ,14.63,99.454
71220,Kanchanaburi,กาญจนบุรี,Nong Prue,หนองปรือ,Nong Pla Lai,หนองปลาไหล,14.626,99.527
71220,Kanchanaburi,กาญจนบุรี,Nong Prue,หนองปรือ,Somdet Charoen,สมเด็จเจริญ,14.746,99.338
71170,Kanchanaburi,กาญจนบุรี,Huai Krachao,ห้วยกระเจา,Huai Krachao,ห้วยกระเจา,14.312,99.618
71170,Kanchanaburi,กาญจนบุรี,Huai Krachao,ห้วยกระเจา,Wang Phai,วังไผ่,14.434,99.597
71170,Kanchanaburi,กาญจนบุรี,Huai Krachao,ห้วยกระเจา,Don Salaep,ดอนแสลบ,14.292,99.701
71170,Kanchanaburi,กาญจนบุรี,Huai Krachao,ห้วยกระเจา,Sa Long Ruea,สระลงเรือ,14.357,99.764
72000,Suphan Buri,สุพรรณบุรี,Mueang Suphan Buri,เมืองสุพรรณบุรี,Tha Phi Liang,ท่าพี่เลี้ยง,14.471,100.116
72000,Suphan Buri,สุพรรณบุรี,Mueang Suphan Buri,เมืองสุพรรณบุรี,Rua Yai,รั้วใหญ่,14.451,100.113
72000,Suphan Buri,สุพรรณบุรี,Mueang Suphan Buri,เมืองสุพรรณบุรี,Thap Ti Lek,ทับตีเหล็ก,14.434,100.108
72000,Suphan Buri,สุพรรณบุรี,Mueang Suphan Buri,เมืองสุพรรณบุรี,Tha Rahat,ท่าระหัด,14.445,100.164
72000,Suphan Buri,สุพรรณบุรี,Mueang Suphan Buri,เมืองสุพรรณบุรี,Phai Khwang,ไผ่ขวาง,14.47,100.165
72000,Suphan Buri,สุพรรณบุรี,Mueang Suphan Buri,เมืองสุพรรณบุรี,Khok Kho Thao,โคกโคเฒ่า,14.464,100.233
72000,Suphan Buri,สุพรรณบุรี,Mueang Suphan Buri,เมืองสุพรรณบุรี,Don Tan,ดอนตาล,14.49,100.208
72000,Suphan Buri,สุพรรณบุรี,Mueang Suphan Buri,เมืองสุพรรณบุรี,Don Masang,ดอนมะสังข์,14.524,100.181
72000,Suphan Buri,สุพรรณบุรี,Mueang Suphan Buri,เมืองสุพรรณบุรี,Phihan Daeng,พิหารแดง,14.506,100.107
72000,Suphan Buri,สุพรรณบุรี,Mueang Suphan Buri,เมืองสุพรรณบุรี,Don Kamyan,ดอนกำยาน,14.454,100.064
72000,Suphan Buri,สุพรรณบุรี,Mueang Suphan Buri,เมืองสุพรรณบุรี,Don Pho Thong,ดอนโพธิ์ทอง,14.426,100.032
72000,Suphan Buri,สุพรรณบุรี,Mueang Suphan Buri,เมืองสุพรรณบุรี,Bang Pho,บ้านโพธิ์,14.524,100.071
72230,Suphan Buri,สุพรรณบุรี,Mueang Suphan Buri,เมืองสุพรรณบุรี,Sa Kaeo,สระแก้ว,14.502,100.014
72230,Suphan Buri,สุพรรณบุรี,Mueang Suphan Buri,เมืองสุพรรณบุรี,Taling Chan,ตลิ่งชัน,14.559,100.029
72210,Suphan Buri,สุพรรณบุรี,Mueang Suphan Buri,เมืองสุพรรณบุรี,Bang Kung,บางกุ้ง,14.457,100.003
72210,Suphan Buri,สุพรรณบุรี,Mueang Suphan Buri,เมืองสุพรรณบุรี,Sala Khao,ศาลาขาว,14.433,99.973
72210,Suphan Buri,สุพรรณบุรี,Mueang Suphan Buri,เมืองสุพรรณบุรี,Suan Taeng,สวนแตง,14.436,100.018
72000,Suphan Buri,สุพรรณบุรี,Mueang Suphan Buri,เมืองสุพรรณบุรี,Sanam Chai,สนามชัย,14.492,100.169
72000,Suphan Buri,สุพรรณบุรี,Mueang Suphan Buri,เมืองสุพรรณบุรี,Pho Phraya,โพธิ์พระยา,14.531,100.116
72230,Suphan Buri,สุพรรณบุรี,Mueang Suphan Buri,เมืองสุพรรณบุรี,Sanam Khli,สนามคลี,14.539,99.982
72120,Suphan Buri,สุพรรณบุรี,Doem Bang Nang Buat,เดิมบางนางบวช,Khao Phra,เขาพระ,14.853,100.095
72120,Suphan Buri,สุพรรณบุรี,Doem Bang Nang Buat,เดิมบางนางบวช,Doem Bang,เดิมบาง,14.893,100.109
72120,Suphan Buri,สุพรรณบุรี,Doem Bang Nang Buat,เดิมบางนางบวช,Nang Buat,นางบวช,14.811,100.12
72120,Suphan Buri,สุพรรณบุรี,Doem Bang Nang Buat,เดิมบางนางบวช,Khao Din,เขาดิน,14.803,100.189
72120,Suphan Buri,สุพรรณบุรี,Doem Bang Nang Buat,เดิมบางนางบวช,Pak Nam,ปากน้ำ,14.931,100.087
72120,Suphan Buri,สุพรรณบุรี,Doem Bang Nang Buat,เดิมบางนางบวช,Thung Khli,ทุ่งคลี,14.863,100.189
72120,Suphan Buri,สุพรรณบุรี,Doem Bang Nang Buat,เดิมบางนางบวช,Khok Chang,โคกช้าง,14.91,100.169
72120,Suphan Buri,สุพรรณบุรี,Doem Bang Nang Buat,เดิมบางนางบวช,Hua Khao,หัวเขา,14.869,100.038
72120,Suphan Buri,สุพรรณบุรี,Doem Bang Nang Buat,เดิมบางนางบวช,Hua Na,หัวนา,14.883,99.97
72120,Suphan Buri,สุพรรณบุรี,Doem Bang Nang Buat,เดิมบางนางบวช,Bo Kru,บ่อกรุ,14.893,99.905
72120,Suphan Buri,สุพรรณบุรี,Doem Bang Nang Buat,เดิมบางนางบวช,Wang Si Rat,วังศรีราช,14.85,99.988
72120,Suphan Buri,สุพรรณบุรี,Doem Bang Nang Buat,เดิมบางนางบวช,Pa Sakae,ป่าสะแก,,
72120,Suphan Buri,สุพรรณบุรี,Doem Bang Nang Buat,เดิมบางนางบวช,Yang Non,ยางนอน,14.857,100.132
72120,Suphan Buri,สุพรรณบุรี,Doem Bang Nang Buat,เดิมบางนางบวช,Nong Krathum,หนองกระทุ่ม,14.907,99.804
72180,Suphan Buri,สุพรรณบุรี,Dan Chang,ด่านช้าง,Nong Makha Mong,หนองมะค่าโมง,14.882,99.737
72180,Suphan Buri,สุพรรณบุรี,Dan Chang,ด่านช้าง,Dan Chang,ด่านช้าง,14.744,99.527
72180,Suphan Buri,สุพรรณบุรี,Dan Chang,ด่านช้าง,Huai Khamin,ห้วยขมิ้น,14.922,99.534
72180,Suphan Buri,สุพรรณบุรี,Dan Chang,ด่านช้าง,Ong Phra,องค์พระ,14.8,99.386
72180,Suphan Buri,สุพรรณบุรี,Dan Chang,ด่านช้าง,Wang Khan,วังคัน,14.937,99.666
72180,Suphan Buri,สุพรรณบุรี,Dan Chang,ด่านช้าง,Nikhom Krasiao,นิคมกระเสียว,14.844,99.548
72180,Suphan Buri,สุพรรณบุรี,Dan Chang,ด่านช้าง,Wang Yao,วังยาว,14.954,99.381
72150,Suphan Buri,สุพรรณบุรี,Bang Pla Ma,บางปลาม้า,Khok Khram,โคกคราม,14.414,100.151
72150,Suphan Buri,สุพรรณบุรี,Bang Pla Ma,บางปลาม้า,Bang Pla Ma,บางปลาม้า,14.402,100.102
72150,Suphan Buri,สุพรรณบุรี,Bang Pla Ma,บางปลาม้า,Takha,ตะค่า,14.348,100.171
72150,Suphan Buri,สุพรรณบุรี,Bang Pla Ma,บางปลาม้า,Bang Yai,บางใหญ่,14.3,100.102
72150,Suphan Buri,สุพรรณบุรี,Bang Pla Ma,บางปลาม้า,Kritsana,กฤษณา,14.29,100.178
72150,Suphan Buri,สุพรรณบุรี,Bang Pla Ma,บางปลาม้า,Sali,สาลี,14.286,100.221
72150,Suphan Buri,สุพรรณบุรี,Bang Pla Ma,บางปลาม้า,Phai Kong Din,ไผ่กองดิน,14.34,100.264
72150,Suphan Buri,สุพรรณบุรี,Bang Pla Ma,บางปลาม้า,Ongkharak,องครักษ์,14.374,100.236
72150,Suphan Buri,สุพรรณบุรี,Bang Pla Ma,บางปลาม้า,Chorakhe Yai,จรเข้ใหญ่,14.421,100.236
72150,Suphan Buri,สุพรรณบุรี,Bang Pla Ma,บางปลาม้า,Ban Laem,บ้านแหลม,14.346,100.14
72150,Suphan Buri,สุพรรณบุรี,Bang Pla Ma,บางปลาม้า,Makham Lom,มะขามล้ม,14.37,100.043
72150,Suphan Buri,สุพรรณบุรี,Bang Pla Ma,บางปลาม้า,Wang Nam Yen,วังน้ำเย็น,14.377,100.015
72150,Suphan Buri,สุพรรณบุรี,Bang Pla Ma,บางปลาม้า,Wat Bot,วัดโบสถ์,14.33,100.037
72150,Suphan Buri,สุพรรณบุรี,Bang Pla Ma,บางปลาม้า,Wat Dao,วัดดาว,14.35,100.106
72140,Suphan Buri,สุพรรณบุรี,Si Prachan,ศรีประจันต์,Si Prachan,ศรีประจันต์,14.609,100.179
72140,Suphan Buri,สุพรรณบุรี,Si Prachan,ศรีประจันต์,Ban Krang,บ้านกร่าง,14.638,100.104
72140,Suphan Buri,สุพรรณบุรี,Si Prachan,ศรีประจันต์,Mot Daeng,มดแดง,14.57,100.119
72140,Suphan Buri,สุพรรณบุรี,Si Prachan,ศรีประจันต์,Bang Ngam,บางงาม,14.601,100.097
72140,Suphan Buri,สุพรรณบุรี,Si Prachan,ศรีประจันต์,Don Pru,ดอนปรู,14.722,100.19
72140,Suphan Buri,สุพรรณบุรี,Si Prachan,ศรีประจันต์,Plai Na,ปลายนา,14.66,100.2
72140,Suphan Buri,สุพรรณบุรี,Si Prachan,ศรีประจันต์,Wang Wa,วังหว้า,14.661,100.095
72140,Suphan Buri,สุพรรณบุรี,Si Prachan,ศรีประจันต์,Wang Nam Sap,วังน้ำซับ,14.65,100.154
72140,Suphan Buri,สุพรรณบุรี,Si Prachan,ศรีประจันต์,Wang Yang,วังยาง,14.559,100.167
72170,Suphan Buri,สุพรรณบุรี,Don Chedi,ดอนเจดีย์,Don Chedi,ดอนเจดีย์,14.633,99.959
72170,Suphan Buri,สุพรรณบุรี,Don Chedi,ดอนเจดีย์,Nong Sarai,หนองสาหร่าย,14.671,100.011
72170,Suphan Buri,สุพรรณบุรี,Don Chedi,ดอนเจดีย์,Rai Rot,ไร่รถ,14.603,99.955
72250,Suphan Buri,สุพรรณบุรี,Don Chedi,ดอนเจดีย์,Sa Krachom,สระกระโจม,14.643,99.865
72250,Suphan Buri,สุพรรณบุรี,Don Chedi,ดอนเจดีย์,Thale Bok,ทะเลบก,14.708,99.838
72110,Suphan Buri,สุพรรณบุรี,Song Phi Nong,สองพี่น้อง,Song Phi Nong,สองพี่น้อง,14.225,100.023
72110,Suphan Buri,สุพรรณบุรี,Song Phi Nong,สองพี่น้อง,Bang Len,บางเลน,14.169,100.085
72110,Suphan Buri,สุพรรณบุรี,Song Phi Nong,สองพี่น้อง,Bang Ta Then,บางตาเถร,14.199,100.174
72110,Suphan Buri,สุพรรณบุรี,Song Phi Nong,สองพี่น้อง,Bang Takhian,บางตะเคียน,14.213,100.103
72110,Suphan Buri,สุพรรณบุรี,Song Phi Nong,สองพี่น้อง,Ban Kum,บ้านกุ่ม,14.26,100.114
72110,Suphan Buri,สุพรรณบุรี,Song Phi Nong,สองพี่น้อง,Hua Pho,หัวโพธิ์,14.302,99.981
72110,Suphan Buri,สุพรรณบุรี,Song Phi Nong,สองพี่น้อง,Bang Phlap,บางพลับ,14.252,100.046
72110,Suphan Buri,สุพรรณบุรี,Song Phi Nong,สองพี่น้อง,Noen Phra Prang,เนินพระปรางค์,14.194,100.048
72110,Suphan Buri,สุพรรณบุรี,Song Phi Nong,สองพี่น้อง,Ban Chang,บ้านช้าง,14.234,100.206
72110,Suphan Buri,สุพรรณบุรี,Song Phi Nong,สองพี่น้อง,Ton Tan,ต้นตาล,14.22,100.061
72110,Suphan Buri,สุพรรณบุรี,Song Phi Nong,สองพี่น้อง,Si Samran,ศรีสำราญ,14.217,99.948
72110,Suphan Buri,สุพรรณบุรี,Song Phi Nong,สองพี่น้อง,Thung Khok,ทุ่งคอก,14.166,99.959
72190,Suphan Buri,สุพรรณบุรี,Song Phi Nong,สองพี่น้อง,Nong Bo,หนองบ่อ,14.204,99.86
72190,Suphan Buri,สุพรรณบุรี,Song Phi Nong,สองพี่น้อง,Bo Suphan,บ่อสุพรรณ,14.13,99.849
72110,Suphan Buri,สุพรรณบุรี,Song Phi Nong,สองพี่น้อง,Don Manao,ดอนมะนาว,14.166,100.011
72130,Suphan Buri,สุพรรณบุรี,Sam Chuk,สามชุก,Yan Yao,ย่านยาว,14.71,100.112
72130,Suphan Buri,สุพรรณบุรี,Sam Chuk,สามชุก,Wang Luek,วังลึก,14.758,100.158
72130,Suphan Buri,สุพรรณบุรี,Sam Chuk,สามชุก,Sam Chuk,สามชุก,14.763,100.095
72130,Suphan Buri,สุพรรณบุรี,Sam Chuk,สามชุก,Nong Phak Nak,หนองผักนาก,14.757,100.032
72130,Suphan Buri,สุพรรณบุรี,Sam Chuk,สามชุก,Ban Sa,บ้านสระ,14.708,100.041
72130,Suphan Buri,สุพรรณบุรี,Sam Chuk,สามชุก,Nong Sadao,หนองสะเดา,14.803,99.991
72130,Suphan Buri,สุพรรณบุรี,Sam Chuk,สามชุก,Krasiao,กระเสียว,14.801,100.056
72160,Suphan Buri,สุพรรณบุรี,U Thong,อู่ทอง,U Thong,อู่ทอง,14.377,99.88
72220,Suphan Buri,สุพรรณบุรี,U Thong,อู่ทอง,Sa Yai Som,สระยายโสม,14.273,99.874
71170,Suphan Buri,สุพรรณบุรี,U Thong,อู่ทอง,Chorakhe Sam Phan,จรเข้สามพัน,14.317,99.85
72160,Suphan Buri,สุพรรณบุรี,U Thong,อู่ทอง,Ban Don,บ้านดอน,14.303,99.923
72160,Suphan Buri,สุพรรณบุรี,U Thong,อู่ทอง,Yung Thalai,ยุ้งทะลาย,14.322,99.898
72220,Suphan Buri,สุพรรณบุรี,U Thong,อู่ทอง,Don Makluea,ดอนมะเกลือ,14.263,99.95
72160,Suphan Buri,สุพรรณบุรี,U Thong,อู่ทอง,Nong Ong,หนองโอ่ง,14.418,99.886
72160,Suphan Buri,สุพรรณบุรี,U Thong,อู่ทอง,Don Kha,ดอนคา,14.452,99.854
72160,Suphan Buri,สุพรรณบุรี,U Thong,อู่ทอง,Phlapphla Chai,พลับพลาไชย,14.517,99.887
72160,Suphan Buri,สุพรรณบุรี,U Thong,อู่ทอง,Ban Khong,บ้านโข้ง,14.578,99.864
72160,Suphan Buri,สุพรรณบุรี,U Thong,อู่ทอง,Chedi,เจดีย์,14.353,99.966
72220,Suphan Buri,สุพรรณบุรี,U Thong,อู่ทอง,Sa Phang Lan,สระพังลาน,14.253,99.906
72160,Suphan Buri,สุพรรณบุรี,U Thong,อู่ทอง,Krachan,กระจัน,14.367,99.928
72240,Suphan Buri,สุพรรณบุรี,Nong Ya Sai,หนองหญ้าไซ,Nong Ya Sai,หนองหญ้าไซ,14.776,99.885
72240,Suphan Buri,สุพรรณบุรี,Nong Ya Sai,หนองหญ้าไซ,Nong Ratchawat,หนองราชวัตร,14.72,99.931
72240,Suphan Buri,สุพรรณบุรี,Nong Ya Sai,หนองหญ้าไซ,Nong Pho,หนองโพธิ์,14.831,99.919
72240,Suphan Buri,สุพรรณบุรี,Nong Ya Sai,หนองหญ้าไซ,Chaeng Ngam,แจงงาม,14.82,99.804
72240,Suphan Buri,สุพรรณบุรี,Nong Ya Sai,หนองหญ้าไซ,Nong Kham,หนองขาม,14.796,99.693
